ID,Name,School
282470,Emily Graham,Alabama
282470,Emily Graham,Georgia Tech
283220,Hayden Mortensen,Pacific Lutheran
283220,Hayden Mortensen,Sou. Virginia
286783,Daniel Young,Arizona
286783,Daniel Young,UN Omaha
288526,Summer Martin,Bridgewater St.
288526,Summer Martin,Dartmouth
289264,Emma Carlton,Tennessee
289264,Emma Carlton,Texas A&M
289954,Madeline Marks,Duquesne
289954,Madeline Marks,Ohio
289972,Garrett Alleven,St. Cloud St.-M
289972,Garrett Alleven,St. Cloud St.-W
289978,Liberty Howell,Missouri St (W)
289978,Liberty Howell,Missouri St. (M)
290062,Isabella Gable,Calvin
290062,Isabella Gable,Tennessee
290062,Isabella Gable,Lindenwood
290327,Ryan Smith,UWEC
290327,Ryan Smith,Piedmont
290327,Ryan Smith,DePauw
290537,Walker Wilson,Lehigh
290537,Walker Wilson,Pacific
291407,Ryan Brown,Alfred
291407,Ryan Brown,Henderson St.
291407,Ryan Brown,Cornell
291733,Olivia Johnson,Macalester
291733,Olivia Johnson,Tulane
291733,Olivia Johnson,Nebraska Kearney
295739,Ryan Clark,SUNY Geneseo
295739,Ryan Clark,UMSL
295739,Ryan Clark,Boston U
295739,Ryan Clark,Linfield
299640,Isabelle Bauer,Bridgewater
299640,Isabelle Bauer,UMBC
300311,Elizabeth Bailey,California
300311,Elizabeth Bailey,Villanova
300311,Elizabeth Bailey,Brooklyn
301854,Pharis Musleh,Oklahoma Christi
301854,Pharis Musleh,UN Omaha
302279,Daniel Moore,USMMA
302279,Daniel Moore,BSC
302482,Mary Smutny,Miami (FL)
302482,Mary Smutny,Texas
306081,Andrew Kelley,Villanova
306081,Andrew Kelley,Dickinson
306982,Julia Keller,DePauw
306982,Julia Keller,E. Connecticut
307088,Natalie Nelson,Ithaca
307088,Natalie Nelson,Northern Iowa
308842,Gavin Jones,Villanova
308842,Gavin Jones,Denison
308842,Gavin Jones,Florida St
308892,Delaney Carey,Rutgers
308892,Delaney Carey,Marymount
309804,Alex Sanchez,Hollins
309804,Alex Sanchez,Texas A&M
310209,Hayden Curley,TAMPA
310209,Hayden Curley,Louisville
310301,Coleman Kramer,South Carolina
310301,Coleman Kramer,TAMPA
319811,Jacob Bailey,Evansville (M)
319811,Jacob Bailey,Behrend
319811,Jacob Bailey,Evansville (W)
321887,Pierce Lively,Evansville (M)
321887,Pierce Lively,Evansville (W)
321967,Jeffrey Durmer,Northwestern
321967,Jeffrey Durmer,Georgia
322102,Matthew Shelton,Ozarks
322102,Matthew Shelton,Boston College
322110,Josh Fountain,Fla Atlantic (M)
322110,Josh Fountain,Fla Atlantic (W)
322110,Josh Fountain,Lynn
323010,Emily Wang,Columbia
323010,Emily Wang,MIT
323093,Jacob Halem,YCP
323093,Jacob Halem,Miami (Ohio)
324159,Matthew Whelan,Duke
324159,Matthew Whelan,GW
325060,Kylie Stronko,Air Force (W)
325060,Kylie Stronko,Air Force (M)
325060,Kylie Stronko,Georgetown
326204,Brooke Boyd,Arcadia
326204,Brooke Boyd,Berry
326922,Mason Nyboer,LSU
326922,Mason Nyboer,Arizona
327580,Sarah Thompson,Saginaw Valley
327580,Sarah Thompson,Missouri
327580,Sarah Thompson,F&M
329225,Andrew Babyak,Michigan
329225,Andrew Babyak,Georgetown
329422,Evan Zhang,Army
329422,Evan Zhang,Caltech
329550,Emma Corby,Alaska Fairbanks
329550,Emma Corby,Connecticut
329586,Megan Smith,Rider
329586,Megan Smith,Niagara
329586,Megan Smith,Incarnate Word
329586,Megan Smith,Georgetown
330627,Nick Smith,Kentucky
330627,Nick Smith,Middlebury
330627,Nick Smith,Springfield
331323,Cora Martin,UWEC
331323,Cora Martin,Georgetown
331395,Katie Walker,Ball State
331395,Katie Walker,Texas A&M
331479,Ben Smith,Claremont MS
331479,Ben Smith,Transylvania
331479,Ben Smith,SUNY Cortland
332297,Brandon Turner,Fla Atlantic (W)
332297,Brandon Turner,Fla Atlantic (M)
333854,Willem Goedecke,Emory
333854,Willem Goedecke,CMU
333947,Kailee Morgan,Carson-Newman
333947,Kailee Morgan,Tennessee
335423,Matt King,Alabama
335423,Matt King,Virginia
335632,Julie Day,Colorado Mesa
335632,Julie Day,Oklahoma Baptist
336207,Anna Liu,Wis.- Green Bay
336207,Anna Liu,Swarthmore
336951,Amelia Berg,Bryant U (W)
336951,Amelia Berg,Connecticut
337682,Jordyn Schnell,James Madison
337682,Jordyn Schnell,South Dakota
337852,Skylar Welle,New Mexico St
337852,Skylar Welle,South Dakota
338156,David Turner,Grand Valley
338156,David Turner,St. Norbert
339522,Dakota Luther,Texas
339522,Dakota Luther,Georgia
339768,Jaybreona Foster,Urbana
339768,Jaybreona Foster,NDC
342311,Mark Miller,Millikin
342311,Mark Miller,Malone
342424,Julia McCarthy,West Chester
342424,Julia McCarthy,Providence
343077,Adam Boerner,St. Norbert
343077,Adam Boerner,St. Thomas
343273,Joey Clark,St. Cloud St.-M
343273,Joey Clark,St. Cloud St.-W
343300,Jayden Porter,St. Cloud St.-M
343300,Jayden Porter,St. Cloud St.-W
343740,Rachel Rodriguez,TCU
343740,Rachel Rodriguez,Arkansas
343807,Alyvia Beaudion,Bryant U (M)
343807,Alyvia Beaudion,Bryant U (W)
343850,Morgan Hall,Loyola (MD)
343850,Morgan Hall,Mars Hill
343928,Bayley Stewart,Notre Dame
343928,Bayley Stewart,Tennessee
343937,Caitlin Reynera,East Carolina
343937,Caitlin Reynera,Alabama
344263,Patrick Groters,Denver
344263,Patrick Groters,South Carolina
344407,Kellie Fischer,Missouri St (W)
344407,Kellie Fischer,Missouri St. (M)
344482,Jack Little,Arizona St
344482,Jack Little,Tennessee
344832,Andrew Rodriguez,Drury
344832,Andrew Rodriguez,Wyoming (M)
344832,Andrew Rodriguez,Wyoming (W)
344973,Sydney VanOvermeiren,Florida St
344973,Sydney VanOvermeiren,Colorado St.
345045,Shannon Kearney,Rochester
345045,Shannon Kearney,NC State
345859,Madison Murtagh,Penn St
345859,Madison Murtagh,Rutgers
346500,Jabari Ramsey,King
346500,Jabari Ramsey,Lewis
346579,Peyton Palsha,Georgia
346579,Peyton Palsha,Arkansas
346699,Luke Massey,South Carolina
346699,Luke Massey,Tennessee
346783,Emma Otten,Grove City
346783,Emma Otten,South Carolina
346999,Connor Wright,Wingate
346999,Connor Wright,Fordham
347082,Sarah Martin,Fla Atlantic (W)
347082,Sarah Martin,Redlands
347145,Grace Reeder,Iowa
347145,Grace Reeder,Arizona
347359,Keyla Brown,Kansas
347359,Keyla Brown,East Carolina
347434,Claire Nguyen,Arizona St
347434,Claire Nguyen,Tennessee
347636,Emma Frey,Southwestern
347636,Emma Frey,Hawaii
347669,Chrysten Pacheco,Houston
347669,Chrysten Pacheco,Denver
347731,Delaney Smith,UCLA
347731,Delaney Smith,Sacred Heart
347791,Evelyn Johnson,Air Force (W)
347791,Evelyn Johnson,Air Force (M)
348055,Kamryn Paige,Rhode Island
348055,Kamryn Paige,St. Bonaventure
348276,Amelia Sicignano,Emory
348276,Amelia Sicignano,Fairfield
348393,Elizabeth Walsh,Bowdoin
348393,Elizabeth Walsh,Loyola (MD)
348894,Courtney Tseng,Princeton
348894,Courtney Tseng,Southern Cali
349103,Jack Murphy,Arizona
349103,Jack Murphy,Gettysburg
349388,Trent Pellini,Southern Cali
349388,Trent Pellini,Purdue
349428,Carly Perri,Duke
349428,Carly Perri,GW
353963,Reilly Gilbert,Wyoming (W)
353963,Reilly Gilbert,Wyoming (M)
353989,Ana Herceg,Notre Dame
353989,Ana Herceg,Arizona
354305,Gavin Moak,Connecticut
354305,Gavin Moak,Ohio St
354305,Gavin Moak,Drury
354325,Elizabeth Myers,Rice
354325,Elizabeth Myers,Frostburg St.
356437,Anna Miller,UNC- Pembroke
356437,Anna Miller,Washington
356437,Anna Miller,Missouri St. (M)
356437,Anna Miller,Missouri St (W)
356493,Andrew Davis,Pacific
356493,Andrew Davis,Niagara
356493,Andrew Davis,Indiana
356553,Carissa Armijo,UNLV (M)
356553,Carissa Armijo,UNLV (W)
356690,Emma Shuppert,Miami (FL)
356690,Emma Shuppert,Duke
356703,Laura Goettler,Duquesne
356703,Laura Goettler,South Carolina
356783,Madeline Hart,Knox College
356783,Madeline Hart,Marshall
356789,Sarah Hardy,Lehigh
356789,Sarah Hardy,Coast Guard
356855,Sophia Kudryashova,Michigan
356855,Sophia Kudryashova,Southern Cali
356862,Mia Leko,Dartmouth
356862,Mia Leko,Duke
356926,Michaela Herwig,Purdue
356926,Michaela Herwig,New Hampshire
356938,Clare McGovern,South Carolina
356938,Clare McGovern,LIU
356940,Brooke Travis,Virginia Tech
356940,Brooke Travis,NC State
356953,Ryan Dulaney,Connecticut
356953,Ryan Dulaney,San Diego St
356964,Nora Woods,Rutgers
356964,Nora Woods,Florida St
356965,Aria Bernal,Arizona
356965,Aria Bernal,Southern Cali
356971,Lauryn Johnson,Villanova
356971,Lauryn Johnson,UCLA
356989,Garrison Johnson,Florida St
356989,Garrison Johnson,Queens (NC)
357053,Zander Minano,Colorado Mesa
357053,Zander Minano,SIUC (M)
357079,Emily Ward,Washington St.
357079,Emily Ward,UCSB
357082,Brendan Santana,Arizona
357082,Brendan Santana,Notre Dame
357091,Hannah Womer,LSU
357091,Hannah Womer,Florida St
357119,Kim Lanaghen,Utah
357119,Kim Lanaghen,Nebraska
357141,Jared Miller,South Dakota St
357141,Jared Miller,IU Indianapolis
357272,Allana Clarke,Air Force (W)
357272,Allana Clarke,Air Force (M)
357396,Jack Neton,Seattle U (M)
357396,Jack Neton,Seattle U (W)
357424,Daniel Kim,Princeton
357424,Daniel Kim,Harvard
357475,Alexia Taylor-Arredondo,UNLV (M)
357475,Alexia Taylor-Arredondo,UNLV (W)
357568,Jake Goguen,Seattle U (M)
357568,Jake Goguen,Whitworth
357568,Jake Goguen,Seattle U (W)
357576,Kara Church,Kansas
357576,Kara Church,TCU
357628,Lauren Geiger,Pacific
357628,Lauren Geiger,Fresno Pacific
357638,Mia Motekaitis,UC Davis
357638,Mia Motekaitis,California
357744,Talia Bates,Florida
357744,Talia Bates,Miami (FL)
357890,Polina Rukosuev,East Carolina
357890,Polina Rukosuev,Alabama
357894,Danielle Hepler,Texas A&M
357894,Danielle Hepler,Missouri
358464,Olivia Smith,Georgia
358464,Olivia Smith,Mount Union
358464,Olivia Smith,UC Davis
358464,Olivia Smith,Kenyon
358464,Olivia Smith,Piedmont
358734,Molly Jordan,Fla Atlantic (W)
358734,Molly Jordan,Skidmore
358816,Grant Kay,Evansville (M)
358816,Grant Kay,Evansville (W)
358952,Grace Johnson,South Dakota
358952,Grace Johnson,UMBC
359211,Cameron Speed,Fla Atlantic (W)
359211,Cameron Speed,Fla Atlantic (M)
359222,Sydney Welker,Old Dominion (W)
359222,Sydney Welker,Old Dominion (M)
359628,Nohea Lileikis,Hawaii
359628,Nohea Lileikis,Pepperdine
360002,Ryan Purdy,Iowa
360002,Ryan Purdy,Arizona
360077,Aislinn Walsh,Ohio St
360077,Aislinn Walsh,UCLA
361565,Sarah Watson,NC State
361565,Sarah Watson,Akron
361852,Miguel Vasquez,Centenary (LA)
361852,Miguel Vasquez,Delaware
361874,Connor Doyle,Virginia MI
361874,Connor Doyle,Tufts
361874,Connor Doyle,Virginia Tech
362575,Parker Hughes,TCU
362575,Parker Hughes,Michigan
362602,Justin Lum,NYU
362602,Justin Lum,Southern Cali
362602,Justin Lum,Emory
362944,Jordyn Miller,Mount Union
362944,Jordyn Miller,BSC
363065,Grant Sloan,Wyoming (M)
363065,Grant Sloan,Wyoming (W)
363076,Sam Jennings,Ball State
363076,Sam Jennings,Grand Canyon
363795,Kyle Benjamin,Colorado Mesa
363795,Kyle Benjamin,Concordia Irvine
363812,Miller Browne,Wyoming (M)
363812,Miller Browne,Wyoming (W)
363881,Hayley Hill,Missouri
363881,Hayley Hill,Boise St
363917,Gabby Lizzul,UNLV (W)
363917,Gabby Lizzul,UNLV (M)
364019,Emily Thomas,SUNY Geneseo
364019,Emily Thomas,NDC
365095,Alexis Durlacher,Florida St
365095,Alexis Durlacher,FGCU
365639,Sydney Tobias,Illinois-Chicago
365639,Sydney Tobias,Illinois Chicago (W)
366948,Caleb Wyninger,Old Dominion (M)
366948,Caleb Wyninger,Rider
367117,Alexis Falvo,SUNY Geneseo
367117,Alexis Falvo,Denison
367142,Haley Griffin,UNE
367142,Haley Griffin,Gannon
367225,Makayla Scheu,PennWest
367225,Makayla Scheu,Edinboro
367281,Maggie Bilquin,Buffalo St.
367281,Maggie Bilquin,Gannon
367281,Maggie Bilquin,Allegheny
367312,Elle Holland,RIT
367312,Elle Holland,UMary
367459,Kelly Burns,Bridgewater St.
367459,Kelly Burns,Canisius
367461,Emily Bardak,Air Force (M)
367461,Emily Bardak,Air Force (W)
368018,Abigail Gibbons,Bates
368018,Abigail Gibbons,Auburn
368116,Molly Miller,Union
368116,Molly Miller,FDU-Florham
368903,Kate Flynn,Iona Coll
368903,Kate Flynn,MSU Mankato
371434,Lisa Cottage-Ramnick,West Florida
371434,Lisa Cottage-Ramnick,Fla Atlantic (W)
371743,Caroline Anderson,Widener
371743,Caroline Anderson,Pepperdine
371829,Winter Craig,Tulane
371829,Winter Craig,Iowa State
371919,Anika Gram,Western Ill
371919,Anika Gram,South Dakota
371972,Melina Hughes,Liberty
371972,Melina Hughes,New Mexico
372149,Megan Pattee,Saint Benedict
372149,Megan Pattee,Northern State
372159,Emily Pincus,South Dakota St
372159,Emily Pincus,Denver
372280,Keely Tierney,Iowa State
372280,Keely Tierney,Denison
372281,Andie Timpe,Illinois Chicago (W)
372281,Andie Timpe,Illinois-Chicago
372388,Logan Anderson,Colorado Mesa
372388,Logan Anderson,Evansville (M)
372388,Logan Anderson,Evansville (W)
372952,Kacey Kiuchi,UNLV (M)
372952,Kacey Kiuchi,UNLV (W)
375186,Hunter May,Cal Baptist
375186,Hunter May,Concordia Irvine
375807,Jackson Kirk,Fla Atlantic (W)
375807,Jackson Kirk,Fla Atlantic (M)
375978,Sophia Perez,Duquesne
375978,Sophia Perez,Nova S'eastern
376063,Adrian Aguilar,Florida St
376063,Adrian Aguilar,TAMPA
376063,Adrian Aguilar,Macalester
376073,Brady Estrada,Arizona St
376073,Brady Estrada,Nova S'eastern
376094,Christina Neri,Illinois Chicago (W)
376094,Christina Neri,Illinois-Chicago
376161,Summer Stanfield,LSU
376161,Summer Stanfield,Utah
376235,Barrett Troup,McKendree
376235,Barrett Troup,Ouachita
376278,Jake Bair,Fla Atlantic (M)
376278,Jake Bair,Fla Atlantic (W)
376418,Emma Hultquist,TCU
376418,Emma Hultquist,Arkansas
376430,Andrew Couchon,Texas
376430,Andrew Couchon,Indiana
376472,Quinn Scannell,Duke
376472,Quinn Scannell,Notre Dame
376629,Lauren Olson,Whitman
376629,Lauren Olson,Concordia Irvine
376637,Morgan Brophy,Texas
376637,Morgan Brophy,California
376645,Pilar Cohen,UNLV (M)
376645,Pilar Cohen,UNLV (W)
376646,Katie Kucik,Air Force (M)
376646,Katie Kucik,Air Force (W)
377196,Caroline Eckel,UC Davis
377196,Caroline Eckel,Pepperdine
377198,Miranda Heckman,NC State
377198,Miranda Heckman,Texas
377221,Henry Blaul,Southern Cali
377221,Henry Blaul,Northwestern
377247,Sasha Liu,Brown
377247,Sasha Liu,American
377488,Victor Kostov,Milwaukee
377488,Victor Kostov,St. Norbert
377636,Anna Stephan,Eastern Mich
377636,Anna Stephan,SIUC (W)
378191,Alec Peckmann,Penn St
378191,Alec Peckmann,Fla Atlantic (M)
379513,Caroline Wittich,Air Force (M)
379513,Caroline Wittich,Air Force (W)
379699,Maddi Vlattas,Marymount
379699,Maddi Vlattas,Dickinson
382292,Connor Lamastra,Dartmouth
382292,Connor Lamastra,Northwestern
382327,Mason Hunter,NC State
382327,Mason Hunter,Michigan
382759,Marianne Allard,Emory
382759,Marianne Allard,Alabama
382868,Sheridan Schreiber,TCU
382868,Sheridan Schreiber,Iowa
383448,Ethan Banks,Wheeling
383448,Ethan Banks,Dartmouth
384509,Sarah Alexander,Evansville (W)
384509,Sarah Alexander,Saint Vincent
384717,Phoebe Browne,Wyoming (W)
384717,Phoebe Browne,Incarnate Word
385107,Siena Senn,GW
385107,Siena Senn,Davidson
385310,Tony Puertas,Utah
385310,Tony Puertas,Brigham Young
386022,David Killian,Evansville (M)
386022,David Killian,Evansville (W)
386029,Dalton Lillibridge,Cincinnati
386029,Dalton Lillibridge,Fla Atlantic (M)
389040,Bora Unalmis,Michigan
389040,Bora Unalmis,California
389668,Jack Rose,Carson-Newman
389668,Jack Rose,Bucknell
389792,Mitchell Johnson,Illinois Chicago (W)
389792,Mitchell Johnson,UW-L
389792,Mitchell Johnson,Illinois-Chicago
391671,Aulden Nance,Evansville (M)
391671,Aulden Nance,Evansville (W)
392120,Kyle Haflich,Franklin
392120,Kyle Haflich,Seton Hall
392665,Ian Johnson,Grinnell
392665,Ian Johnson,Western Ill
392757,Colton Paulson,Notre Dame
392757,Colton Paulson,Louisville
393533,Kira Parker,Northeastern
393533,Kira Parker,Vermont
393647,James Lyon,YCP
393647,James Lyon,U.S. Navy
394192,Jacqueline Tinneny,Old Dominion (W)
394192,Jacqueline Tinneny,Old Dominion (M)
394192,Jacqueline Tinneny,Pittsburgh
394628,Andrew Lee,Monmouth
394628,Andrew Lee,Linfield
394628,Andrew Lee,Penn
394628,Andrew Lee,Hanover
394628,Andrew Lee,Lake Forest
394762,Kaleb Hotaling,Saint Rose
394762,Kaleb Hotaling,SUNY Geneseo
395215,Molly Davis,Chapman
395215,Molly Davis,Loyola (MD)
395230,Lauren Kelly,Denison
395230,Lauren Kelly,Pittsburgh
395868,Mason Arnberg,Marist
395868,Mason Arnberg,SUNY Cortland
396785,Kyle Copper,SUNY Oneonta
396785,Kyle Copper,SUNY Fredonia
397408,Patrick Boyle,Loyola (MD)
397408,Patrick Boyle,Fairfield
397429,Michael Chang,Columbia
397429,Michael Chang,Whitman
398074,Alec Thomas,St. Bonaventure
398074,Alec Thomas,South Dakota
398772,Stephen Johnson,South Dakota
398772,Stephen Johnson,Boston U
398799,Evan Holt,Arizona
398799,Evan Holt,Iowa
398919,Paige Mitchell,San Diego St
398919,Paige Mitchell,Massachusetts
398931,Noah Scheuermann,Missouri
398931,Noah Scheuermann,Arizona St
398938,Emma Cox,Eastern Ill
398938,Emma Cox,Millikin
398971,Cameron Murphy,Wyoming (W)
398971,Cameron Murphy,Wyoming (M)
398972,Noah Witzki,Missouri St. (M)
398972,Noah Witzki,Jewell
399036,Tyler Klawiter,Utah
399036,Tyler Klawiter,Louisville
399121,Bryan Sullivan,Millsaps
399121,Bryan Sullivan,Drury
399519,Kayla Smith,Pepperdine
399519,Kayla Smith,Gardner-Webb
399519,Kayla Smith,Redlands
399591,Ryan Netzel,Wyoming (W)
399591,Ryan Netzel,Wyoming (M)
399652,Helena Blumenau,Lake Forest
399652,Helena Blumenau,Iowa
399684,Anna Scovill,Illinois Chicago (W)
399684,Anna Scovill,Illinois-Chicago
399715,Josh Dellorto,Illinois-Chicago
399715,Josh Dellorto,Illinois Chicago (W)
399725,Adam Smith,Augustana
399725,Adam Smith,Arcadia
399890,Mackenzie Thomas,UMBC
399890,Mackenzie Thomas,Rhode Island
399905,Madeline Competello,Air Force (W)
399905,Madeline Competello,Air Force (M)
400273,Jacob Cole,Florida Southern
400273,Jacob Cole,Cleveland St
400343,Daniel Mullen,SUNY Cobleskill
400343,Daniel Mullen,Grand Valley
400803,Jack Hoagland,Notre Dame
400803,Jack Hoagland,SMU
400852,Kyle Bailey,Seattle U (W)
400852,Kyle Bailey,Seattle U (M)
400857,Yulia Groysman,Northwestern
400857,Yulia Groysman,GW
400878,Matthew Fritz,W&L
400878,Matthew Fritz,Coast Guard
400920,Lindsay Swail,UNLV (M)
400920,Lindsay Swail,UNLV (W)
401354,Jakob Icimsoy,Arizona St
401354,Jakob Icimsoy,BSC
401431,Mihalis Deliyiannis,Louisville
401431,Mihalis Deliyiannis,Auburn
401596,Stephanie Sipple,Cleveland St
401596,Stephanie Sipple,PennWest
401596,Stephanie Sipple,Edinboro
401679,Madison Nalls,Pittsburgh
401679,Madison Nalls,George Mason
401715,Luke Engel,Hamilton
401715,Luke Engel,Gannon
401756,Joseph Bozzi,TAMPA
401756,Joseph Bozzi,Washington
402022,Jackson Caudill,Evansville (M)
402022,Jackson Caudill,Evansville (W)
402172,Avery Floyd,Fla Atlantic (W)
402172,Avery Floyd,UNLV (W)
402172,Avery Floyd,UNLV (M)
402686,Ethan Anderson,Quincy
402686,Ethan Anderson,Delaware
402686,Ethan Anderson,UW-Stevens Point
402722,Laurel Carey,Bryant U (W)
402722,Laurel Carey,Bryant U (M)
402775,Brianna Hatzold,TCNJ
402775,Brianna Hatzold,Rider
402986,Jordan Wenner,East Carolina
402986,Jordan Wenner,Missouri St (W)
403016,Jordan Buechler,West Virginia
403016,Jordan Buechler,Texas A&M
403057,Kimani Gregory,NC State
403057,Kimani Gregory,Queens (NC)
403059,Anna Kalandadze,Penn
403059,Anna Kalandadze,California
403156,Davis Edwards,SMU
403156,Davis Edwards,Auburn
403224,Emily Trieschmann,Nova S'eastern
403224,Emily Trieschmann,Florida St
403282,Amelia Kinnard,Colorado Mesa
403282,Amelia Kinnard,Eastern Mich
403328,Lauren Thomas,Wheeling
403328,Lauren Thomas,Vanderbilt
403328,Lauren Thomas,Trinity C.
403419,Caroline Sisson,Michigan
403419,Caroline Sisson,Georgetown
403420,Sam Smith,Southern Indiana
403420,Sam Smith,Oakland
403420,Sam Smith,Loy. Marymount
403715,Shea Burcham,Air Force (M)
403715,Shea Burcham,Air Force (W)
403720,Emma Brady,Nevada
403720,Emma Brady,Boise St
403720,Emma Brady,Tulane
403735,Holley Dennis,Missouri
403735,Holley Dennis,Minnesota
403755,Ryan King,Northwestern
403755,Ryan King,Susquehanna
403755,Ryan King,Arizona St
403788,Alexa Markl,Evansville (W)
403788,Alexa Markl,Nevada
403885,Porter LeVasseur,LIU
403885,Porter LeVasseur,Rider
403885,Porter LeVasseur,Missouri St. (M)
403983,Sarah Turchanik,Denver
403983,Sarah Turchanik,Ohio St
403989,Emma Weyant,Virginia
403989,Emma Weyant,Florida
404418,Tyler Lentine,George Mason
404418,Tyler Lentine,Cincinnati
404461,John Wargin,Wyoming (M)
404461,John Wargin,Wyoming (W)
404539,Luke Devore,South Carolina
404539,Luke Devore,George Mason
404618,Molly Kennedy,Southern Conn
404618,Molly Kennedy,Florida Southern
404771,Audrey Tirrell,Fordham
404771,Audrey Tirrell,New Hampshire
404852,Allison Langenburg,Air Force (W)
404852,Allison Langenburg,Air Force (M)
404886,Camille Weiss,Virginia Tech
404886,Camille Weiss,Miami (FL)
404986,Becca Lazerson,R-MC
404986,Becca Lazerson,Marymount
405040,Chase Allison,South Carolina
405040,Chase Allison,Cal Baptist
408353,Ivan Puskovitch,Southern Cali
408353,Ivan Puskovitch,West Virginia
408940,Lauren Smith,Stevens
408940,Lauren Smith,UNLV (M)
408940,Lauren Smith,UNLV (W)
408940,Lauren Smith,Biola University
408995,Jessica Loyd,Air Force (W)
408995,Jessica Loyd,Air Force (M)
409016,Janelle Hummingbird,Arkansas
409016,Janelle Hummingbird,North Texas
409666,Tatum Detwiler,LSU
409666,Tatum Detwiler,Pittsburgh
409757,Dylan Delaney,Wisconsin
409757,Dylan Delaney,South Carolina
409839,Madesyn Ronquillio,Boise St
409839,Madesyn Ronquillio,Nebraska
410034,Emma Stephenson,Texas A&M
410034,Emma Stephenson,SUNY Oneonta
411825,Elise Garcia,Southern Cali
411825,Elise Garcia,California
411835,Michael Lee,Claremont MS
411835,Michael Lee,Rensselaer
412264,Grace Carey,New Mexico
412264,Grace Carey,Wash U. MO
412264,Grace Carey,West Chester
412426,Mcallistar Milne,Connecticut
412426,Mcallistar Milne,Southern Conn
412578,Jack Watson,Pittsburgh
412578,Jack Watson,Rowan
412878,Ethan Shaw,Florida Southern
412878,Ethan Shaw,Purdue
